YEAR DOY HR    1     2     3   4  5     6     7 
2022 272 12   1.8   4.6  484. 27  72     3 137.7
2022 272 13   2.0   7.0  510. 27  72     5 137.7
2022 272 14   2.1   5.9  515. 27  72     3 137.7
2022 272 15   2.1   5.7  530. 23  72     4 137.7
2022 272 16   0.3   3.9  538. 23  72     0 137.7
2022 272 17   0.4   2.2  538. 23  72     5 137.7
2022 272 18   1.6   1.0  534. 10  72     5 137.7
2022 272 19   0.3   0.6  528. 10  72     6 137.7
2022 272 20   0.7   0.9  515. 10  72     4 137.7
2022 272 21   0.3   3.0  505. 13  72     8 137.7
2022 272 22  -0.4   4.5  507. 13  72     7 137.7
2022 272 23   0.5   4.6  496. 13  72     5 137.7
2022 273  0  -0.6   4.3  490. 27  76     3 137.5
2022 273  1  -0.2   3.4  483. 27  76    -1 137.5
2022 273  2   1.8   5.1  480. 27  76    -2 137.5
2022 273  3   1.5   3.0  473. 37  76     0 137.5
2022 273  4  -0.1   2.8  479. 37  76     0 137.5
2022 273  5   1.6   3.5  521. 37  76     3 137.5
2022 273  6  -0.5   4.2  590. 40  76     2 137.5
2022 273  7  -0.1   3.8  561. 40  76     0 137.5
2022 273  8  -4.0   2.5  561. 40  76    -3 137.5
2022 273  9   2.8   1.6  520. 27  76   -18 137.5
2022 273 10  -0.7   1.1  493. 27  76   -15 137.5
2022 273 11  -3.7   1.2  502. 27  76   -18 137.5
2022 273 12  -4.3   1.7  519. 33  76   -24 137.5
2022 273 13   0.8   1.1  468. 33  76   -34 137.5
2022 273 14   0.9   0.9  473. 33  76   -28 137.5
2022 273 15   1.5   0.9  487. 17  76   -23 137.5
2022 273 16   1.6   0.9  485. 17  76   -18 137.5
2022 273 17   2.4   0.8  474. 17  76   -12 137.5
2022 273 18   0.7   0.7  465. 10  76    -8 137.5
2022 273 19   0.0   0.7  454. 10  76    -9 137.5
2022 273 20  -0.2   0.6  435. 10  76    -9 137.5
2022 273 21  -0.3   0.6  417.  3  76    -7 137.5
2022 273 22   0.5   0.7  425.  3  76    -6 137.5
2022 273 23   0.0   0.7  423.  3  76    -8 137.5
2022 274  0  -1.2   1.0  434.  3 110   -13 148.3
2022 274  1  -1.4   1.0  434.  3 110   -12 148.3
2022 274  2  -0.1   1.0  427.  3 110   -12 148.3
2022 274  3   1.1   1.1  423.  0 110   -10 148.3
2022 274  4   0.3   1.1  419.  0 110    -7 148.3
2022 274  5   0.1   1.0  417.  0 110    -6 148.3
2022 274  6  -0.8   1.1  420.  3 110    -4 148.3
2022 274  7  -1.6   1.1  421.  3 110    -4 148.3
2022 274  8  -1.5   1.1  415.  3 110    -2 148.3
2022 274  9   0.3   1.2  409.  3 110    -1 148.3
2022 274 10  -1.0   1.1  408.  3 110    -2 148.3
2022 274 11  -0.6   1.1  401.  3 110    -6 148.3
2022 274 12  -1.5   1.2  407.  0 110    -5 148.3
2022 274 13  -0.7   1.4  407.  0 110    -7 148.3
2022 274 14  -1.0   1.3  417.  0 110    -8 148.3
2022 274 15  -0.2   1.4  417. 13 110    -3 148.3
2022 274 16   2.5   1.6  415. 13 110     1 148.3
2022 274 17   1.4   1.7  414. 13 110     0 148.3
2022 274 18   1.5   1.7  453.  7 110     2 148.3
2022 274 19   1.7   1.7  463.  7 110     1 148.3
2022 274 20   2.8   1.7  458.  7 110    -3 148.3
2022 274 21   2.1   1.8  451.  7 110    -6 148.3
2022 274 22   3.6   2.0  438.  7 110    -8 148.3
2022 274 23   4.8   2.1  423.  7 110    -9 148.3
2022 275  0   2.0   2.2  420. 23 128    -6 154.1
2022 275  1   1.0   2.8  417. 23 128    -4 154.1
2022 275  2  -0.6   3.2  413. 23 128    -9 154.1
2022 275  3   4.8   1.2  425. 13 128   -11 154.1
2022 275  4   4.5   1.3  444. 13 128    -4 154.1
2022 275  5   5.5   1.1  451. 13 128     0 154.1
2022 275  6   3.6   1.1  441. 10 128     2 154.1
2022 275  7   3.3   1.2  430. 10 128     2 154.1
2022 275  8   0.6   1.1  437. 10 128     4 154.1
2022 275  9  -1.6   1.2  462. 20 128     9 154.1
2022 275 10  -2.2   1.3  451. 20 128     3 154.1
2022 275 11  -1.3   1.5  441. 20 128    -9 154.1
2022 275 12  -1.9   1.4  438. 23 128   -12 154.1
2022 275 13  -0.9   1.2  434. 23 128   -13 154.1
2022 275 14  -3.1   1.7  469. 23 128   -13 154.1
2022 275 15  -2.5   2.0  464. 30 128   -11 154.1
2022 275 16   2.0   1.6  486. 30 128   -12 154.1
2022 275 17   1.3   1.5  465. 30 128   -11 154.1
2022 275 18   1.2   1.7  469. 23 128    -6 154.1
2022 275 19   2.5   1.7  463. 23 128    -1 154.1
2022 275 20  -1.3   2.4  534. 23 128    -1 154.1
2022 275 21  -7.4   2.3  556. 47 128   -17 154.1
2022 275 22  -5.7   2.0  552. 47 128   -33 154.1
2022 275 23  -4.3   1.9  548. 47 128   -39 154.1
2022 276  0  -3.3   2.1  542. 37 165   -40 155.3
2022 276  1  -0.9   2.2  520. 37 165   -37 155.3
2022 276  2  -1.0   1.9  506. 37 165   -39 155.3
2022 276  3  -0.5   1.7  537. 30 165   -39 155.3
2022 276  4   0.2   1.9  543. 30 165   -33 155.3
2022 276  5   0.8   2.1  534. 30 165   -30 155.3
2022 276  6  -1.1   2.7  506. 30 165   -28 155.3
2022 276  7   2.9   1.9  508. 30 165   -29 155.3
2022 276  8   4.8   1.6  497. 30 165   -21 155.3
2022 276  9   3.9   1.4  478. 13 165   -15 155.3
2022 276 10   4.7   1.0  486. 13 165   -11 155.3
2022 276 11   7.2   2.3  527. 13 165    -8 155.3
2022 276 12   4.9   2.7  520. 40 165    -7 155.3
2022 276 13  -6.1   2.7  535. 40 165   -16 155.3
2022 276 14   0.4   2.2  497. 40 165   -32 155.3
2022 276 15  10.7   2.4  510. 40 165   -31 155.3
2022 276 16   9.6   3.2  496. 40 165   -19 155.3
2022 276 17   7.9   3.8  493. 40 165   -17 155.3
2022 276 18  -2.6   3.2  460. 57 165   -18 155.3
2022 276 19  -6.2   4.3  484. 57 165   -32 155.3
2022 276 20   3.0   7.4  501. 57 165   -28 155.3
2022 276 21   3.0   7.7  477. 30 165   -23 155.3
2022 276 22   2.0   6.4  480. 30 165   -19 155.3
2022 276 23   2.8   6.2  481. 30 165   -16 155.3
2022 277  0   2.8   6.5  493. 30 167   -12 152.5
2022 277  1   2.7   6.5  507. 30 167   -12 152.5
2022 277  2   0.8   4.4  503. 30 167   -17 152.5
2022 277  3   1.1   4.1  549. 37 167   -21 152.5
2022 277  4  -3.7   3.9  573. 37 167   -19 152.5
2022 277  5  -5.3   4.0  550. 37 167   -24 152.5
2022 277  6  -1.2   4.9  548. 43 167   -27 152.5
2022 277  7  -3.4   5.4  574. 43 167   -25 152.5
2022 277  8   0.4   3.8  584. 43 167   -32 152.5
2022 277  9   0.9   4.0  600. 23 167   -25 152.5
2022 277 10   2.0   4.1  565. 23 167   -24 152.5
2022 277 11   3.0   2.7  562. 23 167   -23 152.5
2022 277 12   3.7   1.9  577. 13 167   -26 152.5
2022 277 13   5.3   2.7  597. 13 167   -22 152.5
2022 277 14   4.8   2.4  573. 13 167   -18 152.5
2022 277 15   3.6   2.4  587. 13 167   -13 152.5
2022 277 16   2.3   2.8  556. 13 167   -14 152.5
2022 277 17   3.7   2.7  543. 13 167   -15 152.5
2022 277 18  -0.2   3.4  545. 43 167   -13 152.5
2022 277 19  -0.2   3.2  547. 43 167   -19 152.5
2022 277 20   1.0   2.0  538. 43 167   -17 152.5
2022 277 21  -0.5   2.4  537. 30 167   -19 152.5
2022 277 22  -0.4   2.6  520. 30 167   -18 152.5
2022 277 23  -0.4   2.3  518. 30 167   -22 152.5
2022 278  0   0.0   2.0  506. 23 164   -22 161.0
2022 278  1  -0.6   1.9  506. 23 164   -24 161.0
2022 278  2   2.1   1.8  510. 23 164   -24 161.0
2022 278  3  -0.9   2.1  509. 33 164   -21 161.0
2022 278  4  -1.7   2.3  508. 33 164   -22 161.0
2022 278  5  -2.3   2.2  512. 33 164   -21 161.0
2022 278  6   1.0   2.3  510. 30 164   -20 161.0
2022 278  7  -0.5   2.3  511. 30 164   -17 161.0
2022 278  8   0.5   2.4  503. 30 164   -14 161.0
2022 278  9   0.6   2.4  509. 17 164    -8 161.0
2022 278 10   0.0   2.5  511. 17 164   -11 161.0
2022 278 11   1.5   2.4  493. 17 164   -20 161.0
2022 278 12   1.6   2.5  502. 20 164   -21 161.0
2022 278 13   0.4   2.7  515. 20 164   -16 161.0
2022 278 14  -0.3   2.6  496. 20 164   -19 161.0
2022 278 15   0.5   3.0  497. 30 164   -16 161.0
2022 278 16  -0.3   3.6  524. 30 164   -11 161.0
2022 278 17  -3.2   5.4  530. 30 164   -13 161.0
2022 278 18   4.1   5.0  518. 33 164   -14 161.0
2022 278 19   2.8   4.7  512. 33 164    -7 161.0
2022 278 20  -3.0   4.4  494. 33 164   -11 161.0
2022 278 21  -4.8   4.1  478. 33 164   -19 161.0
2022 278 22  -2.2   4.4  466. 33 164   -29 161.0
2022 278 23   0.4   4.6  446. 33 164   -28 161.0
2022 279  0   1.8   4.1  443. 23 162   -20 155.6
2022 279  1  -0.2   4.3  453. 23 162   -23 155.6
2022 279  2  -0.1   4.0  452. 23 162   -24 155.6
2022 279  3  -1.3   3.4  472. 23 162   -24 155.6
2022 279  4   3.7   3.9  485. 23 162   -21 155.6
2022 279  5   1.8   4.3  469. 23 162   -15 155.6
2022 279  6   0.2   3.4  472. 33 162   -14 155.6
2022 279  7  -2.1   3.4  468. 33 162   -16 155.6
2022 279  8  -4.3   4.0  477. 33 162   -17 155.6
2022 279  9  -2.6   3.7  479. 23 162   -22 155.6
2022 279 10   2.1   3.1  482. 23 162   -29 155.6
2022 279 11   2.5   3.0  470. 23 162   -28 155.6
2022 279 12  -3.1   3.5  489. 30 162   -22 155.6
2022 279 13   1.5   3.3  462. 30 162   -28 155.6
2022 279 14   0.7   3.9  479. 30 162   -27 155.6
2022 279 15   1.7   4.2  480. 33 162   -24 155.6
2022 279 16   1.8   4.2  482. 33 162   -25 155.6
2022 279 17   1.0   3.9  476. 33 162   -27 155.6
2022 279 18  -2.4   4.5  519. 40 162   -22 155.6
2022 279 19   2.6   4.4  512. 40 162   -19 155.6
2022 279 20  -3.8   4.7  495. 40 162   -17 155.6
2022 279 21  -2.4   4.5  498. 37 162   -16 155.6
2022 279 22  -1.0   4.3  507. 37 162   -19 155.6
2022 279 23  -4.2   4.2  499. 37 162   -20 155.6
2022 280  0   3.1   4.4  494. 37 163   -12 159.5
2022 280  1   2.2   4.5  484. 37 163   -10 159.5
2022 280  2   1.2   4.6  472. 37 163    -7 159.5
2022 280  3  -2.1   5.3  476. 40 163   -11 159.5
2022 280  4   0.1   4.7  455. 40 163   -17 159.5
2022 280  5  -0.6   4.0  448. 40 163   -13 159.5
2022 280  6   2.7   3.9  461. 30 163   -10 159.5
2022 280  7   0.1   3.4  443. 30 163   -12 159.5
2022 280  8  -2.7   3.8  460. 30 163   -14 159.5
2022 280  9  -0.9   3.4  435. 27 163   -12 159.5
2022 280 10   0.3   3.2  435. 27 163   -13 159.5
2022 280 11  -0.6   3.6  443. 27 163   -10 159.5
2022 280 12   1.3   2.7  486. 30 163    -8 159.5
2022 280 13  -1.3   2.2  505. 30 163   -13 159.5
2022 280 14  -0.8   2.0  497. 30 163   -18 159.5
2022 280 15   3.1   2.0  496. 30 163   -17 159.5
2022 280 16   3.9   1.9  519. 30 163   -15 159.5
2022 280 17   3.2   1.4  521. 30 163   -16 159.5
2022 280 18   1.8   1.6  523. 10 163   -15 159.5
2022 280 19   2.9   1.7  539. 10 163   -12 159.5
2022 280 20   2.9   1.6  521. 10 163   -11 159.5
2022 280 21   3.4   1.6  524.  7 163    -7 159.5
2022 280 22   3.5   1.6  523.  7 163    -6 159.5
2022 280 23   3.2   1.8  536.  7 163    -6 159.5
2022 281  0   0.7   1.7  499. 10 154    -4 156.9
2022 281  1   2.2   1.8  497. 10 154    -6 156.9
2022 281  2  -0.9   1.8  504. 10 154    -6 156.9
2022 281  3   0.4   1.8  505. 30 154   -12 156.9
2022 281  4   1.3   1.9  500. 30 154   -17 156.9
2022 281  5  -1.9   2.0  517. 30 154   -14 156.9
2022 281  6  -1.7   2.0  513. 33 154   -18 156.9
2022 281  7  -0.8   1.9  481. 33 154   -21 156.9
2022 281  8  -0.1   2.0  479. 33 154   -17 156.9
2022 281  9  -0.5   2.0  480. 17 154   -11 156.9
2022 281 10   0.4   2.0  480. 17 154   -12 156.9
2022 281 11  -2.1   2.3  483. 17 154   -16 156.9
2022 281 12  -0.3   2.0  469. 27 154   -17 156.9
2022 281 13   1.5   2.2  479. 27 154   -11 156.9
2022 281 14  -0.1   2.2  485. 27 154   -10 156.9
2022 281 15  -0.6   2.1  490. 27 154   -13 156.9
2022 281 16  -2.1   2.2  481. 27 154   -13 156.9
2022 281 17  -0.1   2.2  487. 27 154   -22 156.9
2022 281 18   2.4   2.9  512. 30 154   -18 156.9
2022 281 19   0.0   2.8  511. 30 154   -11 156.9
2022 281 20   0.4   3.1  526. 30 154   -10 156.9
2022 281 21   2.3   3.5  523. 17 154    -9 156.9
2022 281 22   2.2   3.7  519. 17 154    -6 156.9
2022 281 23  -1.9   3.6  518. 17 154    -6 156.9
2022 282  0  -1.1   3.7  515. 40 129    -2 160.1
2022 282  1  -1.3   3.4  520. 40 129    -8 160.1
2022 282  2  -1.8   3.6  524. 40 129   -11 160.1
2022 282  3  -2.7   3.8  553. 37 129   -17 160.1
2022 282  4   1.6   3.9  529. 37 129   -21 160.1
2022 282  5   1.3   3.9  516. 37 129   -18 160.1
2022 282  6   0.4   3.5  556. 37 129   -16 160.1
2022 282  7  -0.6   3.1  605. 37 129   -14 160.1
2022 282  8  -2.1   2.8  586. 37 129   -20 160.1
2022 282  9   0.6   3.3  559. 30 129   -20 160.1
2022 282 10  -3.0   3.2  580. 30 129   -10 160.1
2022 282 11  -2.4   3.1  590. 30 129   -14 160.1
2022 282 12  -2.7   3.1  585. 37 129   -29 160.1
2022 282 13  -0.9   3.4  592. 37 129   -32 160.1
2022 282 14   0.0   3.2  599. 37 129   -33 160.1
2022 282 15   1.5   2.9  636. 43 129   -25 160.1
2022 282 16  -0.1   2.8  608. 43 129   -24 160.1
2022 282 17  -0.1   2.7  590. 43 129   -26 160.1
2022 282 18  -2.0   2.6  625. 37 129   -17 160.1
2022 282 19  -0.4   2.7  619. 37 129   -25 160.1
2022 282 20  -1.7   2.4  615. 37 129   -28 160.1
2022 282 21   0.9   2.3  615. 37 129   -24 160.1
2022 282 22   1.9   2.3  627. 37 129   -21 160.1
2022 282 23   0.1   2.1  647. 37 129   -19 160.1
2022 283  0  -0.4   2.2  644. 23 120   -18 162.7
2022 283  1   3.1   2.6  606. 23 120   -21 162.7
2022 283  2  -0.7   2.7  584. 23 120   -17 162.7
2022 283  3   1.1   2.9  563. 33 120   -20 162.7
2022 283  4   1.8   3.0  547. 33 120   -17 162.7
2022 283  5   2.3   2.5  535. 33 120   -15 162.7
2022 283  6   2.7   2.6  537. 20 120    -9 162.7
2022 283  7   2.6   2.8  536. 20 120    -7 162.7
2022 283  8  -1.1   2.2  541. 20 120    -8 162.7
2022 283  9  -0.1   3.1  536. 30 120   -10 162.7
2022 283 10   1.9   2.8  527. 30 120   -14 162.7
2022 283 11   3.3   2.0  510. 30 120   -13 162.7
2022 283 12   1.5   1.7  486. 10 120   -11 162.7
2022 283 13   1.9   1.8  481. 10 120   -14 162.7
2022 283 14  -0.9   1.3  472. 10 120   -16 162.7
2022 283 15  -1.4   1.5  468. 13 120   -13 162.7
2022 283 16  -1.6   1.5  474. 13 120   -14 162.7
2022 283 17  -0.9   1.5  464. 13 120   -15 162.7
2022 283 18  -1.7   1.6  462. 13 120   -15 162.7
2022 283 19  -1.5   1.6  463. 13 120   -14 162.7
2022 283 20  -1.7   1.5  458. 13 120   -20 162.7
2022 283 21  -0.5   1.5  454. 23 120   -24 162.7
2022 283 22  -1.4   1.5  457. 23 120   -19 162.7
2022 283 23  -1.2   1.5  459. 23 120   -20 162.7
2022 284  0  -0.3   1.5  451. 30 106   -22 149.8
2022 284  1  -0.4   1.6  445. 30 106   -21 149.8
2022 284  2  -1.0   1.6  447. 30 106   -21 149.8
2022 284  3   0.2   1.6  442. 13 106   -21 149.8
2022 284  4  -0.1   1.3  429. 13 106   -20 149.8
2022 284  5   0.6   1.3  422. 13 106   -19 149.8
2022 284  6  -0.1   1.3  415. 10 106   -16 149.8
2022 284  7  -0.8   1.4  413. 10 106   -14 149.8
2022 284  8  -0.6   1.3  418. 10 106   -10 149.8
2022 284  9  -0.2   1.3  416.  3 106    -5 149.8
2022 284 10   1.2   1.5  419.  3 106    -5 149.8
2022 284 11   0.8   1.5  411.  3 106    -2 149.8
2022 284 12   0.2   1.5  410. 10 106    -6 149.8
2022 284 13   0.7   1.7  408. 10 106    -9 149.8
2022 284 14   1.6   1.7  409. 10 106    -6 149.8
2022 284 15   1.4   1.7  413. 10 106    -4 149.8
2022 284 16   1.3   1.8  410. 10 106    -4 149.8
2022 284 17  -0.3   2.2  420. 10 106    -6 149.8
2022 284 18  -1.0   2.6  431. 13 106    -9 149.8
2022 284 19   0.0   2.3  436. 13 106   -10 149.8
2022 284 20  -0.4   3.9  416. 13 106    -8 149.8
2022 284 21  -0.6   3.6  411. 23 106    -9 149.8
2022 284 22  -1.6   3.0  412. 23 106   -10 149.8
2022 284 23  -1.6   2.7  406. 23 106    -9 149.8
2022 285  0  -1.4   3.6  385.  7 103    -9 140.0
2022 285  1  -0.1   4.3  378.  7 103    -9 140.0
2022 285  2   0.1   4.2  381.  7 103    -7 140.0
2022 285  3   0.7   3.9  380.  0 103    -5 140.0
2022 285  4   0.4   3.7  375.  0 103    -4 140.0
2022 285  5  -0.1   3.8  372.  0 103    -2 140.0
2022 285  6  -1.1   4.3  371.  3 103     3 140.0
2022 285  7  -1.7   4.3  367.  3 103     1 140.0
2022 285  8  -1.6   4.2  363.  3 103     0 140.0
2022 285  9  -1.3   4.0  358. 10 103     1 140.0
2022 285 10  -1.9   4.0  355. 10 103     0 140.0
2022 285 11  -2.5   4.4  361. 10 103    -1 140.0
2022 285 12  -1.7   3.8  360. 20 103    -6 140.0
2022 285 13  -1.6   4.8  359. 20 103     0 140.0
2022 285 14  -1.7   6.9  363. 20 103     1 140.0
2022 285 15  -0.1   4.0  357. 10 103     1 140.0
2022 285 16  -0.1   3.1  368. 10 103    -1 140.0
2022 285 17   0.1   4.2  357. 10 103    -3 140.0
2022 285 18  -1.2   4.3  365. 23 103    -4 140.0
2022 285 19  -2.3   3.3  371. 23 103    -5 140.0
2022 285 20  -2.3   3.7  368. 23 103    -8 140.0
2022 285 21  -2.2   4.2  355. 17 103    -9 140.0
2022 285 22  -2.9   3.9  352. 17 103   -12 140.0
2022 285 23  -3.0   3.4  357. 17 103   -14 140.0
2022 286  0  -2.6   2.6  339. 10  83   -18 129.4
2022 286  1  -1.2   2.4  332. 10  83   -17 129.4
2022 286  2  -0.9   2.4  330. 10  83   -17 129.4
2022 286  3  -1.6   2.2  330.  7  83   -13 129.4
2022 286  4  -1.2   2.1  324.  7  83   -10 129.4
2022 286  5  -2.0   2.0  325.  7  83   -10 129.4
2022 286  6  -1.8   2.0  318. 10  83   -10 129.4
2022 286  7  -2.1   2.2  317. 10  83    -9 129.4
2022 286  8  -1.6   2.1  312. 10  83    -3 129.4
2022 286  9  -1.6   2.1  309.  3  83     1 129.4
2022 286 10  -1.7   2.1  308.  3  83     0 129.4
2022 286 11  -2.0   2.1  308.  3  83    -3 129.4
2022 286 12  -1.7   4.1  309.  7  83    -3 129.4
2022 286 13  -3.1   3.8  304.  7  83    -3 129.4
2022 286 14  -3.1   3.9  303.  7  83    -4 129.4
2022 286 15  -3.3   4.5  302.  3  83    -5 129.4
2022 286 16  -2.4   4.7  306.  3  83    -5 129.4
2022 286 17  -3.1   5.2  305.  3  83    -5 129.4
2022 286 18  -4.0   5.9  309. 13  83    -4 129.4
2022 286 19  -3.0   6.6  309. 13  83    -5 129.4
2022 286 20  -2.0   6.9  309. 13  83    -7 129.4
2022 286 21  -2.5   6.1  297. 13  83    -9 129.4
2022 286 22  -2.7   6.7  303. 13  83    -9 129.4
2022 286 23  -3.2   6.4  302. 13  83    -9 129.4
2022 287  0  -1.8   6.9  304. 20  82    -7 119.9
2022 287  1  -3.1   8.8  302. 20  82    -4 119.9
2022 287  2  -3.7   9.7  303. 20  82    -3 119.9
2022 287  3  -5.0  10.8  310. 23  82    -2 119.9
2022 287  4  -7.2  12.7  315. 23  82    -7 119.9
2022 287  5  -4.7  16.7  332. 23  82   -11 119.9
2022 287  6  -7.6  20.1  342. 37  82   -10 119.9
2022 287  7 -11.2  22.8  345. 37  82   -13 119.9
2022 287  8 -11.0  26.7  341. 37  82   -28 119.9
2022 287  9 -11.4  18.0  345. 40  82   -48 119.9
2022 287 10  -4.7  13.2  351. 40  82   -62 119.9
2022 287 11   5.7  12.0  364. 40  82   -53 119.9
2022 287 12   0.2  15.0  375. 43  82   -33 119.9
2022 287 13 -10.0  13.8  377. 43  82   -33 119.9
2022 287 14  -4.8  10.4  378. 43  82   -39 119.9
2022 287 15   7.6   9.6  392. 30  82   -31 119.9
2022 287 16   4.1  10.7  384. 30  82   -23 119.9
2022 287 17   4.7  10.0  385. 30  82   -21 119.9
2022 287 18   3.6   9.8  393. 13  82   -19 119.9
2022 287 19   4.7   9.9  387. 13  82   -16 119.9
2022 287 20   2.6   8.2  388. 13  82   -17 119.9
2022 287 21  -1.3   9.0  388. 27  82   -17 119.9
2022 287 22   0.1   7.8  436. 27  82   -13 119.9
2022 287 23  -6.5   9.2  423. 27  82   -17 119.9
2022 288  0  -3.6  10.4  439. 47  46   -25 114.4
2022 288  1   5.7  11.5  460. 47  46   -11 114.4
2022 288  2   1.6  10.3  447. 47  46    -4 114.4
2022 288  3  -3.6   9.4  448. 30  46    -7 114.4
2022 288  4  -2.2   9.1  439. 30  46   -15 114.4
2022 288  5   1.4   8.7  438. 30  46   -13 114.4
2022 288  6   0.8   8.8  434. 17  46    -6 114.4
2022 288  7   3.0   9.3  467. 17  46    -3 114.4
2022 288  8   0.4   9.8  476. 17  46     1 114.4
2022 288  9  -2.5   8.0  483. 27  46    -6 114.4
2022 288 10  -0.4   6.3  479. 27  46    -6 114.4
2022 288 11   1.3   5.1  505. 27  46    -6 114.4
2022 288 12   1.6   5.7  523. 13  46    -4 114.4
2022 288 13   2.4   5.7  540. 13  46    -4 114.4
2022 288 14   2.5   5.2  534. 13  46    -2 114.4
2022 288 15   1.4   5.3  529. 30  46    -1 114.4
2022 288 16  -2.1   5.4  524. 30  46    -5 114.4
2022 288 17  -1.6   5.4  537. 30  46    -7 114.4
2022 288 18   1.1   5.6  539. 40  46    -6 114.4
2022 288 19  -3.5   5.0  525. 40  46    -2 114.4
2022 288 20   0.4   3.9  522. 40  46   -11 114.4
2022 288 21   2.1   3.2  548. 20  46   -11 114.4
2022 288 22   0.5   2.9  545. 20  46   -10 114.4
2022 288 23  -1.2   2.9  544. 20  46   -11 114.4
2022 289  0  -1.2   2.7  576. 30  75   -12 118.4
2022 289  1   1.7   2.8  576. 30  75   -13 118.4
2022 289  2   1.9   2.8  621. 30  75   -11 118.4
2022 289  3   1.0   2.5  575. 17  75   -10 118.4
2022 289  4   1.3   2.8  582. 17  75    -8 118.4
2022 289  5   3.4   3.2  600. 17  75    -7 118.4
2022 289  6   1.9   3.2  604. 23  75    -4 118.4
2022 289  7   1.3   3.2  592. 23  75   -12 118.4
2022 289  8   0.5   3.3  616. 23  75   -11 118.4
2022 289  9   1.7   3.3  596. 37  75    -4 118.4
2022 289 10   0.6   3.4  579. 37  75    -7 118.4
2022 289 11  -1.4   2.7  587. 37  75    -1 118.4
2022 289 12  -2.0   2.8  581. 40  75    -7 118.4
2022 289 13  -2.5   2.7  596. 40  75   -16 118.4
2022 289 14  -2.9   2.5  597. 40  75   -11 118.4
2022 289 15   1.5   2.4  584. 30  75   -10 118.4
2022 289 16   0.9   2.3  583. 30  75   -11 118.4
2022 289 17   1.9   2.3  596. 30  75   -10 118.4
2022 289 18   2.4   2.3  592. 23  75    -5 118.4
2022 289 19   0.1   2.2  573. 23  75    -2 118.4
2022 289 20  -3.3   2.4  604. 23  75    -6 118.4
2022 289 21  -1.5   1.9  609. 33  75   -12 118.4
2022 289 22   2.0   1.8  620. 33  75   -13 118.4
2022 289 23   0.0   1.6  623. 33  75   -15 118.4
2022 290  0   1.5   1.6  616.  7  73   -14 124.8
2022 290  1   0.8   1.5  615.  7  73   -19 124.8
2022 290  2   0.4   1.5  622.  7  73   -19 124.8
2022 290  3  -0.5   1.3  590.  7  73   -20 124.8
2022 290  4   0.1   1.2  571.  7  73   -17 124.8
2022 290  5   0.3   1.3  582.  7  73   -11 124.8
2022 290  6  -0.2   1.3  575.  3  73    -4 124.8
2022 290  7   0.6   1.8  594.  3  73    -1 124.8
2022 290  8   0.6   2.0  606.  3  73     0 124.8
2022 290  9   1.6   1.8  590.  0  73     6 124.8
2022 290 10   1.0   1.7  595.  0  73     8 124.8
2022 290 11   0.2   1.6  571.  0  73     5 124.8
2022 290 12   1.4   1.7  591. 13  73     6 124.8
2022 290 13  -0.6   1.7  597. 13  73     4 124.8
2022 290 14  -0.6   1.7  592. 13  73     0 124.8
2022 290 15  -2.2   1.7  585. 30  73     0 124.8
2022 290 16   2.8   1.1  573. 30  73    -3 124.8
2022 290 17   3.5   1.3  580. 30  73    -4 124.8
2022 290 18   4.2   1.5  546.  0  73    -1 124.8
2022 290 19   4.1   1.4  551.  0  73     2 124.8
2022 290 20   4.0   1.4  540.  0  73    -1 124.8
2022 290 21   3.2   1.4  535.  7  73    -2 124.8
2022 290 22   2.2   1.6  537.  7  73    -3 124.8
2022 290 23   2.4   1.8  542.  7  73    -4 124.8
2022 291  0   3.2   1.7  547.  7  50    -1 113.1
2022 291  1   2.6   1.8  522.  7  50     0 113.1
2022 291  2   4.3   1.9  544.  7  50     3 113.1
2022 291  3   3.8   2.0  558.  3  50     4 113.1
2022 291  4   2.2   2.0  539.  3  50     5 113.1
2022 291  5   1.3   1.9  521.  3  50     6 113.1
2022 291  6   0.0   2.3  532. 13  50     9 113.1
2022 291  7   1.0   2.5  521. 13  50     9 113.1
2022 291  8   1.9   2.6  531. 13  50     8 113.1
2022 291  9  -0.7   2.6  534. 13  50    11 113.1
2022 291 10   1.5   2.7  535. 13  50    13 113.1
2022 291 11  -0.7   2.5  531. 13  50    11 113.1
2022 291 12   0.7   2.4  513. 10  50     8 113.1
2022 291 13   2.6   2.4  493. 10  50     8 113.1
2022 291 14   1.6   2.3  485. 10  50     8 113.1
2022 291 15  -0.3   2.3  481. 20  50     8 113.1
2022 291 16  -2.6   2.5  500. 20  50     5 113.1
2022 291 17   1.5   2.3  483. 20  50     3 113.1
2022 291 18  -0.9   2.5  471. 17  50     8 113.1
2022 291 19  -2.1   2.3  465. 17  50     9 113.1
2022 291 20  -0.8   2.6  479. 17  50     7 113.1
2022 291 21  -1.2   2.6  483. 23  50     4 113.1
2022 291 22  -1.3   2.9  478. 23  50     3 113.1
2022 291 23   0.7   2.9  493. 23  50     1 113.1
2022 292  0   0.5   2.7  465. 13  49     2 112.3
2022 292  1  -1.5   2.3  446. 13  49     0 112.3
2022 292  2  -1.0   2.6  455. 13  49    -2 112.3
2022 292  3  -2.1   2.6  447. 13  49    -3 112.3
2022 292  4  -2.7   2.5  443. 13  49    -4 112.3
2022 292  5  -3.1   2.4  444. 13  49    -5 112.3
2022 292  6  -2.0   2.4  437. 10  49    -3 112.3
2022 292  7  -2.2   2.5  437. 10  49     0 112.3
