YEAR DOY HR    1     2     3   4  5     6     7 
2022 353 14 999.9   7.9  341. 17 113   -24 147.5
2022 353 15 999.9   8.1  326. 13 113   -25 147.5
2022 353 16 999.9   8.9  331. 13 113   -19 147.5
2022 353 17 999.9  10.0  342. 13 113   -16 147.5
2022 353 18 999.9   9.6  340. 20 113   -16 147.5
2022 353 19 999.9   9.8  339. 20 113   -15 147.5
2022 353 20 999.9   9.7  338. 20 113   -14 147.5
2022 353 21 999.9   7.9  326. 20 113   -16 147.5
2022 353 22 999.9   6.3  321. 20 113   -11 147.5
2022 353 23 999.9   5.9  324. 20 113    -7 147.5
2022 354  0 999.9   4.1  331. 13 112    -8 141.7
2022 354  1 999.9   3.3  337. 13 112    -9 141.7
2022 354  2 999.9   4.3  338. 13 112    -8 141.7
2022 354  3 999.9   5.5  340. 10 112    -6 141.7
2022 354  4 999.9   5.1  335. 10 112    -3 141.7
2022 354  5 999.9   5.0  338. 10 112    -6 141.7
2022 354  6 999.9   5.3  343. 10 112    -4 141.7
2022 354  7 999.9  11.5  348. 10 112     3 141.7
2022 354  8 999.9  12.0  346. 10 112     7 141.7
2022 354  9 999.9  15.2  358.  3 112    11 141.7
2022 354 10 999.9  16.1  353.  3 112    15 141.7
2022 354 11 999.9  14.1  355.  3 112    14 141.7
2022 354 12 999.9  12.7  361.  3 112    11 141.7
2022 354 13 999.9  11.3  357.  3 112    10 141.7
2022 354 14 999.9  11.9  362.  3 112    10 141.7
2022 354 15 999.9  10.6  362. 10 112     7 141.7
2022 354 16 999.9   6.7  352. 10 112    -1 141.7
2022 354 17 999.9   1.6  334. 10 112   -10 141.7
2022 354 18 999.9   1.5  339. 20 112   -10 141.7
2022 354 19 999.9   1.7  338. 20 112   -10 141.7
2022 354 20 999.9   2.0  345. 20 112   -13 141.7
2022 354 21 999.9   1.6  351. 23 112   -17 141.7
2022 354 22 999.9   4.5  373. 23 112   -11 141.7
2022 354 23 999.9   6.7  363. 23 112    -6 141.7
2022 355  0 999.9   6.5  350. 17 100    -3 134.2
2022 355  1 999.9   5.5  358. 17 100    -3 134.2
2022 355  2 999.9   5.5  359. 17 100    -4 134.2
2022 355  3 999.9   4.6  352. 17 100    -3 134.2
2022 355  4 999.9   4.7  368. 17 100     1 134.2
2022 355  5 999.9   5.2  380. 17 100     2 134.2
2022 355  6 999.9   8.4  388. 27 100     4 134.2
2022 355  7 999.9  10.6  380. 27 100    -5 134.2
2022 355  8 999.9  10.2  368. 27 100   -20 134.2
2022 355  9 999.9   9.4  355. 20 100   -19 134.2
2022 355 10 999.9   9.2  345. 20 100    -6 134.2
2022 355 11 999.9  10.2  379. 20 100    -2 134.2
2022 355 12 999.9   9.2  383. 17 100    -6 134.2
2022 355 13 999.9   7.8  378. 17 100    -6 134.2
2022 355 14 999.9   9.6  389. 17 100    -2 134.2
2022 355 15 999.9   9.0  427. 33 100     0 134.2
2022 355 16 999.9   8.1  412. 33 100    -7 134.2
2022 355 17 999.9   6.9  404. 33 100    -8 134.2
2022 355 18 999.9   5.8  408. 17 100    -5 134.2
2022 355 19 999.9   5.9  409. 17 100    -3 134.2
2022 355 20 999.9   6.8  404. 17 100     1 134.2
2022 355 21 999.9   7.3  392. 17 100    -2 134.2
2022 355 22 999.9   8.5  395. 17 100     0 134.2
2022 355 23 999.9   8.4  402. 17 100     4 134.2
2022 356  0 999.9   6.6  387.  7  98     3 127.0
2022 356  1 999.9   6.8  382.  7  98     0 127.0
2022 356  2 999.9   7.1  375.  7  98     0 127.0
2022 356  3 999.9   7.3  374.  0  98    -1 127.0
2022 356  4 999.9   7.1  376.  0  98     0 127.0
2022 356  5 999.9   7.1  383.  0  98    -1 127.0
2022 356  6 999.9   7.5  385. 13  98    -6 127.0
2022 356  7 999.9   7.5  367. 13  98    -8 127.0
2022 356  8 999.9   7.6  387. 13  98    -6 127.0
2022 356  9 999.9   8.0  399. 20  98    -1 127.0
2022 356 10 999.9   8.6  386. 20  98    -4 127.0
2022 356 11 999.9   7.7  387. 20  98    -7 127.0
2022 356 12 999.9   7.8  396. 30  98    -5 127.0
2022 356 13 999.9   7.3  404. 30  98    -6 127.0
2022 356 14 999.9   6.9  426. 30  98   -12 127.0
2022 356 15 999.9   7.4  433. 33  98   -14 127.0
2022 356 16 999.9   6.2  424. 33  98   -22 127.0
2022 356 17 999.9   5.9  428. 33  98   -27 127.0
2022 356 18 999.9   6.3  441. 37  98   -21 127.0
2022 356 19 999.9   6.4  438. 37  98   -19 127.0
2022 356 20 999.9   5.8  427. 37  98   -13 127.0
2022 356 21 999.9   5.6  419. 27  98    -9 127.0
2022 356 22 999.9   5.6  458. 27  98     1 127.0
2022 356 23 999.9   5.2  484. 27  98    -3 127.0
2022 357  0 999.9   4.7  500. 37  85    -1 123.6
2022 357  1 999.9   4.7  485. 37  85    -7 123.6
2022 357  2 999.9   4.7  486. 37  85   -13 123.6
2022 357  3 999.9   4.5  474. 23  85    -9 123.6
2022 357  4 999.9   5.1  463. 23  85    -4 123.6
2022 357  5 999.9   5.2  491. 23  85    -5 123.6
2022 357  6 999.9   6.8  495. 37  85   -18 123.6
2022 357  7 999.9   7.0  482. 37  85   -24 123.6
2022 357  8 999.9   7.1  482. 37  85   -29 123.6
2022 357  9 999.9   7.5  486. 27  85   -24 123.6
2022 357 10 999.9   6.5  495. 27  85   -14 123.6
2022 357 11 999.9   6.0  483. 27  85    -9 123.6
2022 357 12 999.9   5.6  505. 43  85   -13 123.6
2022 357 13 999.9   5.6  531. 43  85   -23 123.6
2022 357 14 999.9   5.7  501. 43  85   -35 123.6
2022 357 15 999.9   5.7  490. 37  85   -37 123.6
2022 357 16 999.9   5.6  498. 37  85   -32 123.6
2022 357 17 999.9   5.5  505. 37  85   -27 123.6
2022 357 18 999.9   3.5  500. 20  85   -26 123.6
2022 357 19 999.9   3.3  492. 20  85   -25 123.6
2022 357 20 999.9   2.8  525. 20  85   -21 123.6
2022 357 21 999.9   2.3  557. 47  85   -21 123.6
2022 357 22 999.9   2.2  589. 47  85   -30 123.6
2022 357 23 999.9   2.4  604. 47  85   -24 123.6
2022 358  0 999.9   2.4  602. 30  93   -16 129.0
2022 358  1 999.9   2.3  617. 30  93   -18 129.0
2022 358  2 999.9   2.3  594. 30  93   -23 129.0
2022 358  3 999.9   2.5  580. 43  93   -33 129.0
2022 358  4 999.9   2.7  581. 43  93   -25 129.0
2022 358  5 999.9   2.5  590. 43  93   -34 129.0
2022 358  6 999.9   2.8  596. 40  93   -35 129.0
2022 358  7 999.9   2.2  623. 40  93   -40 129.0
2022 358  8 999.9   2.1  604. 40  93   -29 129.0
2022 358  9 999.9   1.9  594. 33  93   -25 129.0
2022 358 10 999.9   2.1  590. 33  93   -24 129.0
2022 358 11 999.9   2.2  606. 33  93   -20 129.0
2022 358 12 999.9   2.2  608. 33  93   -14 129.0
2022 358 13 999.9   2.1  583. 33  93   -11 129.0
2022 358 14 999.9   2.2  603. 33  93   -15 129.0
2022 358 15 999.9   1.7  579. 43  93   -20 129.0
2022 358 16 999.9   1.4  565. 43  93   -24 129.0
2022 358 17 999.9   1.3  574. 43  93   -26 129.0
2022 358 18 999.9   1.4  557. 33  93   -35 129.0
2022 358 19 999.9   1.1  573. 33  93   -34 129.0
2022 358 20 999.9   1.0  598. 33  93   -28 129.0
2022 358 21 999.9   0.5  624. 30  93   -29 129.0
2022 358 22 999.9   0.8  703. 30  93   -22 129.0
2022 358 23 999.9   0.6  725. 30  93   -26 129.0
2022 359  0 999.9   0.4  717. 27 105   -21 139.3
2022 359  1 999.9   1.0  707. 27 105   -14 139.3
2022 359  2 999.9   1.2  676. 27 105   -14 139.3
2022 359  3 999.9   0.9  693. 30 105   -16 139.3
2022 359  4 999.9   0.5  693. 30 105   -20 139.3
2022 359  5 999.9   0.1  663. 30 105   -23 139.3
2022 359  6 999.9   0.2  671. 13 105   -25 139.3
2022 359  7 999.9   0.2  656. 13 105   -24 139.3
2022 359  8 999.9   0.1  638. 13 105   -21 139.3
2022 359  9 999.9   0.1  608. 10 105   -17 139.3
2022 359 10 999.9   0.2  479. 10 105   -13 139.3
2022 359 11 999.9   0.3  471. 10 105   -13 139.3
2022 359 12 999.9   0.2  559. 20 105   -14 139.3
2022 359 13 999.9   0.2  599. 20 105   -16 139.3
2022 359 14 999.9   0.3  459. 20 105   -18 139.3
2022 359 15 999.9   0.3  444. 17 105   -19 139.3
2022 359 16 999.9   0.2  465. 17 105   -22 139.3
2022 359 17 999.9   0.2  501. 17 105   -26 139.3
2022 359 18 999.9   0.3  487. 17 105   -28 139.3
2022 359 19 999.9   0.3  475. 17 105   -30 139.3
2022 359 20 999.9   0.3  451. 17 105   -28 139.3
2022 359 21 999.9   0.3  447. 27 105   -25 139.3
2022 359 22 999.9   0.3  462. 27 105   -26 139.3
2022 359 23 999.9   0.3  461. 27 105   -26 139.3
2022 360  0 999.9   0.3  424. 27 115   -24 145.5
2022 360  1 999.9   0.3  410. 27 115   -23 145.5
2022 360  2 999.9   0.3  501. 27 115   -25 145.5
2022 360  3 999.9   0.3  406. 20 115   -27 145.5
2022 360  4 999.9   0.3  461. 20 115   -24 145.5
2022 360  5 999.9   0.3  503. 20 115   -19 145.5
2022 360  6 999.9   0.5  683. 30 115   -16 145.5
2022 360  7 999.9   0.6  600. 30 115   -14 145.5
2022 360  8 999.9   0.5  632. 30 115   -11 145.5
2022 360  9 999.9   0.7  590. 43 115    -6 145.5
2022 360 10 999.9   2.2  576. 43 115    -3 145.5
2022 360 11 999.9   2.6  584. 43 115   -21 145.5
2022 360 12 999.9   2.3  597. 57 115   -30 145.5
2022 360 13 999.9   2.8  580. 57 115   -37 145.5
2022 360 14 999.9   2.6  565. 57 115   -43 145.5
2022 360 15 999.9   3.7  551. 47 115   -42 145.5
2022 360 16 999.9   5.1  539. 47 115   -48 145.5
2022 360 17 999.9   5.4  522. 47 115   -48 145.5
2022 360 18 999.9   5.0  528. 17 115   -41 145.5
2022 360 19 999.9   3.8  528. 17 115   -36 145.5
2022 360 20 999.9   2.8  521. 17 115   -35 145.5
2022 360 21 999.9   2.9  505. 13 115   -36 145.5
2022 360 22 999.9   2.8  507. 13 115   -31 145.5
2022 360 23 999.9   2.2  519. 13 115   -28 145.5
2022 361  0 999.9   2.1  523. 40  94   -32 153.8
2022 361  1 999.9   2.1  511. 40  94   -36 153.8
2022 361  2 999.9   2.4  519. 40  94   -38 153.8
2022 361  3 999.9   1.8  516. 43  94   -45 153.8
2022 361  4 999.9   2.0  525. 43  94   -46 153.8
2022 361  5 999.9   2.0  513. 43  94   -52 153.8
2022 361  6 999.9   2.0  534. 43  94   -54 153.8
2022 361  7 999.9   1.7  525. 43  94   -62 153.8
2022 361  8 999.9   1.9  520. 43  94   -62 153.8
2022 361  9 999.9   1.7  517. 40  94   -52 153.8
2022 361 10 999.9   1.4  522. 40  94   -54 153.8
2022 361 11 999.9   1.2  516. 40  94   -56 153.8
2022 361 12 999.9   1.3  513. 40  94   -53 153.8
2022 361 13 999.9   1.2  509. 40  94   -58 153.8
2022 361 14 999.9   1.5  492. 40  94   -62 153.8
2022 361 15 999.9   1.8  508. 43  94   -68 153.8
2022 361 16 999.9   1.9  509. 43  94   -64 153.8
2022 361 17 999.9   2.0  502. 43  94   -61 153.8
2022 361 18 999.9   2.0  506. 23  94   -54 153.8
2022 361 19 999.9   2.1  526. 23  94   -46 153.8
2022 361 20 999.9   2.1  535. 23  94   -41 153.8
2022 361 21 999.9   2.3  510. 20  94   -42 153.8
2022 361 22 999.9   2.4  520. 20  94   -38 153.8
2022 361 23 999.9   2.4  519. 20  94   -36 153.8
2022 362  0 999.9   2.4  512. 23 103   -35 155.1
2022 362  1 999.9   2.4  514. 23 103   -36 155.1
2022 362  2 999.9   2.3  494. 23 103   -39 155.1
2022 362  3 999.9   2.4  517. 17 103   -35 155.1
2022 362  4 999.9   2.1  515. 17 103   -32 155.1
2022 362  5 999.9   2.1  505. 17 103   -27 155.1
2022 362  6 999.9   2.1  518. 13 103   -25 155.1
2022 362  7 999.9   2.2  508. 13 103   -27 155.1
2022 362  8 999.9   1.9  488. 13 103   -26 155.1
2022 362  9 999.9   1.7  484.  7 103   -23 155.1
2022 362 10 999.9   1.6  491.  7 103   -23 155.1
2022 362 11 999.9   1.6  489.  7 103   -22 155.1
2022 362 12 999.9   1.6  478.  7 103   -24 155.1
2022 362 13 999.9   1.6  450.  7 103   -26 155.1
2022 362 14 999.9   1.4  451.  7 103   -28 155.1
2022 362 15 999.9   1.4  466.  7 103   -29 155.1
2022 362 16 999.9   1.3  463.  7 103   -29 155.1
2022 362 17 999.9   1.2  449.  7 103   -27 155.1
2022 362 18 999.9   1.2  467.  7 103   -22 155.1
2022 362 19 999.9   1.1  446.  7 103   -18 155.1
2022 362 20 999.9   1.2  438.  7 103   -17 155.1
2022 362 21 999.9   1.5  439. 10 103   -17 155.1
2022 362 22 999.9   2.3  440. 10 103   -15 155.1
2022 362 23 999.9   3.2  423. 10 103   -13 155.1
2022 363  0 999.9   3.2  423.  0 123   -14 157.4
2022 363  1 999.9   4.0  420.  0 123   -17 157.4
2022 363  2 999.9   4.1  418.  0 123   -20 157.4
2022 363  3 999.9   4.6  414.  3 123   -19 157.4
2022 363  4 999.9   4.3  415.  3 123   -15 157.4
2022 363  5 999.9   4.1  408.  3 123   -14 157.4
2022 363  6 999.9   4.2  405. 13 123   -15 157.4
2022 363  7 999.9   4.7  398. 13 123   -15 157.4
2022 363  8 999.9   4.9  404. 13 123   -13 157.4
2022 363  9 999.9   5.3  416. 17 123    -6 157.4
2022 363 10 999.9   6.0  423. 17 123    -2 157.4
2022 363 11 999.9   5.9  432. 17 123    -8 157.4
2022 363 12 999.9   5.8  436. 30 123   -10 157.4
2022 363 13 999.9   6.3  436. 30 123   -17 157.4
2022 363 14 999.9   6.3  442. 30 123   -21 157.4
2022 363 15 999.9   7.1  440. 33 123   -18 157.4
2022 363 16 999.9   7.2  434. 33 123   -17 157.4
2022 363 17 999.9   6.8  438. 33 123   -16 157.4
2022 363 18 999.9   7.1  443. 27 123   -15 157.4
2022 363 19 999.9   7.9  440. 27 123   -18 157.4
2022 363 20 999.9   7.2  437. 27 123   -22 157.4
2022 363 21 999.9   7.2  433. 37 123   -17 157.4
2022 363 22 999.9   7.7  467. 37 123   -10 157.4
2022 363 23 999.9   8.5  490. 37 123    -9 157.4
2022 364  0 999.9  11.6  494. 47 124   -15 172.4
2022 364  1 999.9  11.6  517. 47 124   -13 172.4
2022 364  2 999.9   8.6  507. 47 124   -17 172.4
2022 364  3 999.9   8.7  493. 40 124   -22 172.4
2022 364  4 999.9   7.7  510. 40 124   -22 172.4
2022 364  5 999.9   7.3  497. 40 124   -26 172.4
2022 364  6 999.9   8.8  487. 40 124   -24 172.4
2022 364  7 999.9   8.8  499. 40 124   -33 172.4
2022 364  8 999.9   8.0  492. 40 124   -40 172.4
2022 364  9 999.9   8.3  494. 33 124   -44 172.4
2022 364 10 999.9   7.9  485. 33 124   -47 172.4
2022 364 11 999.9   7.0  510. 33 124   -35 172.4
2022 364 12 999.9   5.7  525. 43 124   -39 172.4
2022 364 13 999.9   5.6  505. 43 124   -35 172.4
2022 364 14 999.9   5.2  515. 43 124   -41 172.4
2022 364 15 999.9   5.9  538. 47 124   -42 172.4
2022 364 16 999.9   5.3  558. 47 124   -38 172.4
2022 364 17 999.9   5.5  550. 47 124   -37 172.4
2022 364 18 999.9   5.2  551. 43 124   -37 172.4
2022 364 19 999.9   5.1  560. 43 124   -31 172.4
2022 364 20 999.9   5.1  567. 43 124   -28 172.4
2022 364 21 999.9   5.1  572. 30 124   -29 172.4
2022 364 22 999.9   5.0  577. 30 124   -26 172.4
2022 364 23 999.9   4.7  562. 30 124   -24 172.4
2022 365  0 999.9   4.3  564. 30  98   -25 159.5
2022 365  1 999.9   3.5  578. 30  98   -25 159.5
2022 365  2 999.9   3.5  548. 30  98   -28 159.5
2022 365  3 999.9   3.9  544. 30  98   -32 159.5
2022 365  4 999.9   3.9  537. 30  98   -29 159.5
2022 365  5 999.9   3.7  537. 30  98   -36 159.5
2022 365  6 999.9   4.1  547. 27  98   -31 159.5
2022 365  7 999.9   4.3  537. 27  98   -26 159.5
2022 365  8 999.9   4.7  530. 27  98   -23 159.5
2022 365  9 999.9   3.9  535. 17  98   -24 159.5
2022 365 10 999.9   3.0  524. 17  98   -24 159.5
2022 365 11 999.9   2.7  524. 17  98   -22 159.5
2022 365 12 999.9   3.3  567. 30  98   -22 159.5
2022 365 13 999.9   3.4  591. 30  98   -22 159.5
2022 365 14 999.9   3.6  601. 30  98   -22 159.5
2022 365 15 999.9   3.7  598. 27  98   -24 159.5
2022 365 16 999.9   3.4  590. 27  98   -20 159.5
2022 365 17 999.9   2.5  606. 27  98   -18 159.5
2022 365 18 999.9   2.7  599. 33  98   -22 159.5
2022 365 19 999.9   2.8  610. 33  98   -22 159.5
2022 365 20 999.9   2.8  611. 33  98   -18 159.5
2022 365 21 999.9   2.6  603. 40  98   -20 159.5
2022 365 22 999.9   2.3  582. 40  98   -20 159.5
2022 365 23 999.9   2.3  579. 40  98   -18 159.5
2023   1  0  -0.7   2.4  603. 23 108   -23 147.5
2023   1  1   0.6   2.6  582. 23 108   -21 147.5
2023   1  2   1.5   2.6  581. 23 108   -23 147.5
2023   1  3   0.4   2.4  576. 30 108   -26 147.5
2023   1  4   0.7   2.5  585. 30 108   -26 147.5
2023   1  5   1.7   2.5  569. 30 108   -23 147.5
2023   1  6   0.2   2.3  548. 20 108   -19 147.5
2023   1  7   1.0   2.2  543. 20 108   -17 147.5
2023   1  8   0.8   2.4  553. 20 108   -16 147.5
2023   1  9  -1.8   2.4  559. 27 108   -15 147.5
2023   1 10   0.9   2.3  546. 27 108   -19 147.5
2023   1 11   2.6   2.4  541. 27 108   -19 147.5
2023   1 12  -0.1   2.4  535. 17 108   -17 147.5
2023   1 13  -0.6   2.7  537. 17 108   -16 147.5
2023   1 14  -0.9   2.6  539. 17 108   -20 147.5
2023   1 15  -0.4   2.6  522. 27 108   -18 147.5
2023   1 16  -0.4   2.7  515. 27 108   -19 147.5
2023   1 17  -1.8   2.9  525. 27 108   -16 147.5
2023   1 18  -2.7   3.0  523. 37 108   -19 147.5
2023   1 19  -3.5   2.9  523. 37 108   -23 147.5
2023   1 20  -0.9   3.5  513. 37 108   -24 147.5
2023   1 21   1.2   2.9  487. 40 108   -19 147.5
2023   1 22  -1.3   3.0  487. 40 108   -12 147.5
2023   1 23  -2.5   3.0  499. 40 108   -17 147.5
2023   2  0  -2.2   3.1  505. 20 109   -17 141.5
2023   2  1  -1.3   3.0  503. 20 109   -20 141.5
2023   2  2   0.9   3.0  500. 20 109   -20 141.5
2023   2  3   2.2   2.8  486. 20 109   -18 141.5
2023   2  4  -0.6   3.0  507. 20 109   -15 141.5
2023   2  5   2.0   2.9  479. 20 109   -20 141.5
2023   2  6   1.2   2.7  477. 10 109   -18 141.5
2023   2  7   1.5   2.6  475. 10 109   -13 141.5
2023   2  8   1.3   2.6  473. 10 109    -9 141.5
2023   2  9  -1.3   3.1  487. 17 109    -6 141.5
2023   2 10  -1.2   3.0  478. 17 109    -8 141.5
2023   2 11  -0.7   3.0  455. 17 109   -13 141.5
2023   2 12  -2.7   3.4  459. 13 109   -10 141.5
2023   2 13  -2.6   3.8  456. 13 109   -10 141.5
2023   2 14   0.9   3.1  455. 13 109   -15 141.5
2023   2 15   0.3   3.3  443. 13 109   -13 141.5
2023   2 16   0.0   4.0  423. 13 109   -15 141.5
2023   2 17  -0.2   4.1  416. 13 109   -15 141.5
2023   2 18  -0.1   4.4  416. 20 109   -11 141.5
2023   2 19  -1.5   4.7  419. 20 109    -8 141.5
2023   2 20  -1.9   4.4  418. 20 109    -9 141.5
2023   2 21  -3.1   4.5  418. 30 109   -10 141.5
2023   2 22  -3.0   4.4  415. 30 109    -8 141.5
2023   2 23  -1.7   4.4  414. 30 109    -9 141.5
2023   3  0   0.6   4.6  414. 13 108    -8 146.9
2023   3  1   0.8   4.2  409. 13 108   -10 146.9
2023   3  2   3.0   4.2  415. 13 108   -13 146.9
2023   3  3   1.8   3.9  402.  3 108   -12 146.9
2023   3  4  -1.2   3.8  415.  3 108    -6 146.9
2023   3  5   0.1   3.6  414.  3 108    -5 146.9
2023   3  6  -1.1   3.9  409.  7 108    -5 146.9
2023   3  7  -1.7   3.8  409.  7 108    -3 146.9
2023   3  8  -0.5   3.7  411.  7 108    -4 146.9
2023   3  9   1.2   3.7  390.  3 108    -5 146.9
2023   3 10   0.2   4.0  387.  3 108    -2 146.9
2023   3 11  -1.0   4.0  387.  3 108    -6 146.9
2023   3 12  -0.3   3.8  378. 10 108    -9 146.9
2023   3 13  -0.2   3.7  366. 10 108   -10 146.9
2023   3 14   0.7   4.4  373. 10 108    -9 146.9
2023   3 15  -2.5   4.6  385. 20 108   -10 146.9
2023   3 16  -3.1   4.8  387. 20 108   -13 146.9
2023   3 17  -3.5   5.4  390. 20 108   -15 146.9
2023   3 18  -0.5   5.7  383. 23 108   -16 146.9
2023   3 19  -0.9   7.3  393. 23 108   -14 146.9
2023   3 20  -0.6   7.6  404. 23 108    -7 146.9
2023   3 21   0.2   8.7  409. 27 108     3 146.9
2023   3 22  -1.2  11.8  418. 27 108    11 146.9
2023   3 23  -6.0  13.6  426. 27 108     0 146.9
2023   4  0  -4.5  14.1  429. 40  96    -8 146.0
2023   4  1  -4.4  14.3  433. 40  96    -5 146.0
2023   4  2  -3.8  17.3  428. 40  96   -13 146.0
2023   4  3 -10.3   5.4  417. 47  96   -27 146.0
2023   4  4 -11.6   3.2  410. 47  96   -36 146.0
2023   4  5 -10.5   3.6  413. 47  96   -39 146.0
2023   4  6 -11.2   3.3  418. 43  96   -45 146.0
2023   4  7  -9.1   5.2  418. 43  96   -54 146.0
2023   4  8  -4.2   7.3  418. 43  96   -58 146.0
2023   4  9  -1.4   7.1  416. 33  96   -61 146.0
2023   4 10   2.2   5.3  410. 33  96   -50 146.0
2023   4 11   4.9   4.6  401. 33  96   -46 146.0
2023   4 12   8.2   3.8  400. 33  96   -42 146.0
2023   4 13  11.8   4.9  402. 33  96   -39 146.0
2023   4 14  11.9  12.2  398. 33  96   -29 146.0
2023   4 15  10.7  25.4  399. 20  96   -15 146.0
2023   4 16  14.6  23.8  397. 20  96   -10 146.0
2023   4 17  14.1  16.1  404. 20  96    -8 146.0
2023   4 18  14.9  11.6  400. 17  96    -7 146.0
2023   4 19  16.5  13.9  397. 17  96    -2 146.0
2023   4 20  17.1  12.3  388. 17  96    -2 146.0
2023   4 21  17.3  10.1  385.  7  96    -1 146.0
2023   4 22  16.7  11.1  382.  7  96    -2 146.0
2023   4 23  15.1  11.6  381.  7  96    -2 146.0
2023   5  0  14.8  12.6  382.  3 112     1 149.2
2023   5  1  14.5  12.9  381.  3 112     1 149.2
2023   5  2  15.2  11.5  381.  3 112    -1 149.2
2023   5  3  16.2  13.0  385.  7 112     2 149.2
2023   5  4  14.3  14.2  388.  7 112     8 149.2
2023   5  5  12.4  14.5  384.  7 112    10 149.2
2023   5  6  12.3  17.1  381. 10 112    11 149.2
2023   5  7   9.5  18.2  378. 10 112    14 149.2
2023   5  8   9.1  17.7  377. 10 112    16 149.2
2023   5  9   6.3  14.6  374. 13 112    13 149.2
2023   5 10   6.0  14.1  368. 13 112    11 149.2
2023   5 11   3.7  12.7  363. 13 112     9 149.2
2023   5 12  -7.5  10.3  356. 27 112     1 149.2
2023   5 13  -3.4  12.1  358. 27 112    -4 149.2
2023   5 14  -8.3   7.4  353. 27 112   -10 149.2
2023   5 15  -8.0   8.1  349. 30 112    -8 149.2
2023   5 16  -5.5   9.1  355. 30 112   -15 149.2
2023   5 17  -3.5   8.5  345. 30 112   -18 149.2
2023   5 18  -4.1   7.7  351. 27 112   -20 149.2
2023   5 19  -4.9   7.4  360. 27 112   -22 149.2
2023   5 20  -3.6   6.9  345. 27 112   -24 149.2
2023   5 21  -2.9   6.0  342. 27 112   -26 149.2
2023   5 22  -0.5   5.0  344. 27 112   -26 149.2
2023   5 23   6.1   4.4  355. 27 112   -22 149.2
2023   6  0   5.7   4.4  352. 10 131   -19 166.7
2023   6  1   7.2   4.1  357. 10 131   -16 166.7
2023   6  2   7.2   4.2  340. 10 131   -17 166.7
2023   6  3   6.2   3.9  358.  3 131   -18 166.7
2023   6  4   5.4   3.0  358.  3 131   -20 166.7
2023   6  5   5.6   2.5  358.  3 131   -21 166.7
2023   6  6   5.9   3.7  364.  3 131   -17 166.7
2023   6  7   0.4   3.8  367.  3 131   -12 166.7
2023   6  8   3.8   3.0  366.  3 131   -11 166.7
2023   6  9   3.9   4.4  351.  7 131    -9 166.7
2023   6 10   3.3   3.2  362.  7 131    -8 166.7
2023   6 11   5.2   3.5  394.  7 131    -9 166.7
2023   6 12   5.8   3.6  393. 10 131    -9 166.7
2023   6 13   3.2   3.1  396. 10 131    -8 166.7
2023   6 14   7.3   2.9  397. 10 131    -8 166.7
2023   6 15   7.3   2.6  400.  3 131    -8 166.7
2023   6 16   6.8   1.7  406.  3 131    -8 166.7
2023   6 17   6.2   1.8  398.  3 131   -10 166.7
2023   6 18   6.0   1.9  408. 13 131    -9 166.7
2023   6 19   5.2   2.1  427. 13 131    -8 166.7
2023   6 20   3.5   2.8  442. 13 131    -2 166.7
2023   6 21   0.4   3.0  452. 13 131     0 166.7
2023   6 22   0.9   4.1  451. 13 131     3 166.7
2023   6 23   1.0   3.8  453. 13 131     3 166.7
2023   7  0   3.7   3.5  451. 10 133     2 173.0
2023   7  1  -0.7   3.2  446. 10 133    -1 173.0
2023   7  2   3.2   3.8  447. 10 133    -3 173.0
2023   7  3   1.8   3.9  442. 23 133    -3 173.0
2023   7  4  -0.3   3.8  426. 23 133    -3 173.0
2023   7  5  -0.1   4.4  445. 23 133    -4 173.0
2023   7  6  -0.5   3.6  398. 10 133    -1 173.0
2023   7  7   1.9   3.8  417. 10 133     2 173.0
2023   7  8   2.6   3.8  407. 10 133     4 173.0
2023   7  9   4.5   4.1  419.  3 133     6 173.0
2023   7 10   4.4   4.2  405.  3 133     5 173.0
2023   7 11   5.1   4.3  425.  3 133     2 173.0
2023   7 12   3.6   4.3  441.  3 133     1 173.0
2023   7 13   4.3   4.3  404.  3 133     2 173.0
2023   7 14   5.0   4.2  408.  3 133     4 173.0
2023   7 15   0.6   4.7  412. 27 133     6 173.0
2023   7 16  -0.9   4.2  391. 27 133     6 173.0
2023   7 17   2.2   4.5  407. 27 133    -2 173.0
2023   7 18   4.0   4.6  413. 23 133    -3 173.0
2023   7 19   3.4   4.7  416. 23 133    -1 173.0
2023   7 20   2.0   4.6  398. 23 133     1 173.0
2023   7 21   5.5   5.1  420.  3 133     1 173.0
2023   7 22   1.9   4.9  405.  3 133     3 173.0
2023   7 23   3.1   5.1  405.  3 133     3 173.0
2023   8  0  -1.3   5.2  409. 20 135     3 177.8
2023   8  1  -2.5   5.0  398. 20 135    -3 177.8
2023   8  2 999.9   4.9  380. 20 135    -9 177.8
2023   8  3  -4.1 999.9 9999. 23 135   -11 177.8
2023   8  4   0.2 999.9 9999. 23 135   -16 177.8
2023   8  5   0.8 999.9 9999. 23 135   -19 177.8
2023   8  6   3.9 999.9 9999. 20 135   -15 177.8
2023   8  7   1.7 999.9 9999. 20 135    -3 177.8
2023   8  8   5.1 999.9 9999. 20 135     6 177.8
2023   8  9  -3.4 999.9 9999. 17 135     7 177.8
2023   8 10  -3.7 999.9 9999. 17 135     7 177.8
2023   8 11  -3.6 999.9 9999. 17 135    -3 177.8
2023   8 12  -2.0 999.9 9999. 30 135    -6 177.8
2023   8 13  -3.5 999.9 9999. 30 135    -9 177.8
